location	date	leadtime	lat	lon	alt	fcst2	fcst3	fcst	obs	elaf	deltaT	lafNN
17150	20140425	12.0	59.3742	10.798	40.0	17.323639	11.483795	17.355377	12.8	0.23	5.83984375	1.0
17150	20140426	12.0	59.3742	10.798	40.0	19.528473	12.615387	19.324371	18.1	0.79	6.9130859375	0.97
17150	20140427	12.0	59.3742	10.798	40.0	21.072906	13.5729065	20.810211	20.4	0.91	7.5	0.96
17150	20140428	12.0	59.3742	10.798	40.0	20.317291	11.273346	20.49405	18.2	0.77	9.0439453125	1.0
17150	20140429	12.0	59.3742	10.798	40.0	13.975494	11.70401	13.667877	11.0	0.0	2.271484375	0.86
17150	20140430	12.0	59.3742	10.798	40.0	12.020416	8.626862	12.546783	12.2	1.0	3.3935546875	1.0
17150	20150401	12.0	59.3742	10.798	40.0	6.916168	3.9806213	6.851227	9.2	1.0	2.935546875	0.98
17150	20150402	12.0	59.3742	10.798	40.0	7.4760437	5.3974304	7.6957703	8.2	1.0	2.07861328125	1.0
17150	20150403	12.0	59.3742	10.798	40.0	8.06778	5.584381	8.024811	8.5	1.0	2.4833984375	0.98
17150	20150404	12.0	59.3742	10.798	40.0	7.435211	5.273102	7.35318	7.4	0.98	2.162109375	0.96
17150	20150405	12.0	59.3742	10.798	40.0	6.1266174	3.3268127	6.3092346	7.3	1.0	2.7998046875	1.0
17150	20150406	12.0	59.3742	10.798	40.0	6.137848	2.7398987	7.113922	7.3	1.0	3.39794921875	1.0
17150	20150407	12.0	59.3742	10.798	40.0	13.024811	6.002838	13.244537	14.8	1.0	7.02197265625	1.0
17150	20150408	12.0	59.3742	10.798	40.0	12.113678	6.87442	11.911041	10.9	0.77	5.2392578125	0.96
17150	20150409	12.0	59.3742	10.798	40.0	11.709381	5.3978577	13.1180725	12.3	1.0	6.3115234375	1.0
17150	20150410	12.0	59.3742	10.798	40.0	8.282623	5.0638733	9.003326	8.9	1.0	3.21875	1.0
17150	20150411	12.0	59.3742	10.798	40.0	11.061188	6.257477	11.754547	8.0	0.36	4.8037109375	1.0
17150	20150412	12.0	59.3742	10.798	40.0	9.193756	8.097565	8.731354	9.1	0.91	1.09619140625	0.58
17150	20150413	12.0	59.3742	10.798	40.0	10.154205	7.89151	10.002838	10.7	1.0	2.2626953125	0.93
17150	20150414	12.0	59.3742	10.798	40.0	4.6422424	5.073883	4.5221252	5.0	0.17	-0.431640625	1.0
17150	20150415	12.0	59.3742	10.798	40.0	5.719391	5.1944885	5.7916565	6.6	1.0	0.52490234375	1.0
17150	20150416	12.0	59.3742	10.798	40.0	10.291168	8.002594	10.4010315	11.4	1.0	2.28857421875	1.0
17150	20150417	12.0	59.3742	10.798	40.0	11.782379	9.64859	11.268707	10.8	0.54	2.1337890625	0.76
17150	20150418	12.0	59.3742	10.798	40.0	13.78067	8.928131	13.850983	12.1	0.65	4.8525390625	1.0
17150	20150419	12.0	59.3742	10.798	40.0	15.697174	11.161041	15.087311	14.7	0.78	4.5361328125	0.87
17150	20150420	12.0	59.3742	10.798	40.0	18.687897	11.216705	19.69571	19.4	1.0	7.47119140625	1.0
17150	20150421	12.0	59.3742	10.798	40.0	16.101227	10.374664	15.751129	14.2	0.67	5.7265625	0.94
17150	20150422	12.0	59.3742	10.798	40.0	16.662506	8.277252	17.506256	16.7	1.0	8.38525390625	1.0
17150	20150423	12.0	59.3742	10.798	40.0	15.021881	11.568756	14.851959	14.4	0.82	3.453125	0.95
17150	20150424	12.0	59.3742	10.798	40.0	10.29538	7.768036	10.571747	9.9	0.84	2.52734375	1.0
17150	20150425	12.0	59.3742	10.798	40.0	7.689636	7.866394	7.6085815	7.8	0.38	-0.1767578125	1.0
17150	20150426	12.0	59.3742	10.798	40.0	10.256989	7.351715	10.71402	9.5	0.74	2.9052734375	1.0
17150	20150427	12.0	59.3742	10.798	40.0	8.80777	5.99527	9.139801	8.7	0.96	2.8125	1.0
17150	20150428	12.0	59.3742	10.798	40.0	11.23526	6.5819397	11.82608	9.8	0.69	4.6533203125	1.0
17150	20150429	12.0	59.3742	10.798	40.0	7.6266174	6.9254456	7.7184143	8.6	1.0	0.701171875	1.0
17150	20150430	12.0	59.3742	10.798	40.0	8.163971	6.8260803	8.359283	9.5	1.0	1.337890625	1.0
17150	20160401	12.0	59.3742	10.798	40.0	5.1203003	3.206726	5.3517456	6.8	1.0	1.91357421875	1.0
